UserId:ItemId,Prediction,Timestamp
u0029933:i1454029,8,1362085956
u0036192:i1438173,7,1362086092
u0011304:i0085794,8,1362086470
u0027885:i1024648,7,1362086498
u0035119:i2105044,1,1362086606
u0037035:i0054331,10,1362086758
u0009240:i2024432,9,1362087047
u0002339:i1277953,7,1362087129
u0037685:i1374992,5,1362087129
u0029898:i1981677,7,1362087392
u0029223:i1675434,9,1362087644
u0036756:i1790885,5,1362087704
u0020237:i1904996,8,1362087712
u0036756:i1446192,6,1362087725
u0007702:i1586265,5,1362087780
u0011339:i1411697,9,1362087839
u0035953:i0381442,10,1362087925
u0010770:i1981677,5,1362088033
u0021110:i1922777,10,1362088057
u0017837:i0903624,8,1362088088
u0025306:i1540128,6,1362088133
u0003258:i1707386,9,1362088212
u0002490:i0454876,8,1362088330
u0004381:i2091473,8,1362088356
u0027382:i1615147,8,1362088436
u0023267:i1360860,8,1362088699
u0002372:i0343660,7,1362088977
u0006380:i0119396,7,1362089048
u0022183:i0097733,7,1362089197
u0022092:i2023587,7,1362089280
u0007784:i1623288,8,1362089293
u0002264:i1397280,6,1362089367
u0000794:i1596365,5,1362089455
u0037871:i1790885,8,1362089561
u0009208:i2244901,2,1362089566
u0028188:i0377062,8,1362089579
u0038403:i0371746,9,1362089586
u0031878:i1428538,6,1362089637
u0011726:i1748179,5,1362089646
u0015774:i0245429,8,1362089724
u0000871:i1764234,7,1362089763
u0031610:i2177511,7,1362089951
u0018861:i1013753,7,1362090030
u0034537:i1258972,6,1362090137
u0022139:i0443272,8,1362090144
u0002392:i1024648,10,1362090199
u0033564:i1568338,7,1362090246
u0034766:i1707386,7,1362090554
u0037597:i1656190,5,1362090592
u0001934:i1024648,8,1362090620
u0023188:i1615147,7,1362091295
u0034617:i0111161,10,1362091305
u0035417:i1441326,5,1362091558
u0031314:i0417148,6,1362091872
u0031314:i1606378,7,1362091898
u0009848:i1764651,5,1362091923
u0003093:i0948470,6,1362092050
u0027652:i1790885,6,1362092053
u0032646:i0452623,8,1362092084
u0021487:i1795702,9,1362092213
u0019242:i1840417,7,1362092265
u0019242:i1547234,7,1362092478
u0037320:i1707386,8,1362092630
u0017395:i0118571,7,1362092661
u0020051:i1649419,7,1362092722
u0018577:i1024648,8,1362092791
u0019242:i1855199,8,1362092803
u0001851:i1596350,7,1362092815
u0006210:i0209144,10,1362092828
u0011075:i1212450,8,1362092853
u0022110:i2608224,8,1362093011
u0013698:i1428538,6,1362093139
u0013596:i1853728,9,1362093146
u0002370:i0093389,9,1362093598
u0010126:i0095631,10,1362093601
u0004616:i0190590,7,1362093680
u0017982:i0302886,9,1362093691
u0009698:i0074958,9,1362093742
u0036671:i2024432,9,1362094030
u0035293:i2023587,7,1362094039
u0036671:i1904996,8,1362094088
u0020126:i0112864,8,1362094249
u0015781:i2459022,7,1362094394
u0009061:i1922777,6,1362094405
u0028260:i1448755,8,1362094519
u0013095:i1374992,7,1362094623
u0012735:i1904996,7,1362094625
u0004940:i0105695,10,1362094659
u0006888:i1649419,7,1362094745
u0007103:i1045658,7,1362095080
u0037796:i2109184,8,1362095111
u0015984:i1772341,8,1362095196
u0018041:i0013427,3,1362095270
u0028391:i0144084,8,1362095287
u0001433:i1853728,9,1362095366
u0038353:i0079871,9,1362095499
u0021202:i0335345,7,1362095645
u0018121:i0265349,8,1362095741
u0023272:i1024648,8,1362096054
u0028902:i0075314,8,1362096160
u0001128:i0217505,7,1362096228
u0000432:i1428538,5,1362096278
u0036119:i1244754,8,1362096299
u0000538:i0817177,7,1362096512
u0018198:i1853728,9,1362096828
u0030051:i1316536,9,1362096882
u0020637:i1029234,10,1362096947
u0001955:i1386932,9,1362097008
u0019760:i0477302,9,1362097083
u0013253:i0169547,10,1362097268
u0013253:i1182345,10,1362097302
u0036735:i0265349,8,1362097320
u0030914:i1748227,6,1362097451
u0004122:i1859650,5,1362097521
u0034880:i1981677,7,1362097562
u0004873:i0890885,8,1362097991
u0013479:i1033575,9,1362098131
u0023915:i2126362,7,1362098170
u0025925:i0090264,5,1362098787
u0015269:i1117385,8,1362098975
u0015269:i0120586,10,1362099016
u0015269:i0137523,10,1362099029
u0015269:i0111161,10,1362099060
u0015269:i0172495,9,1362099142
u0015269:i0448134,10,1362099184
u0019934:i0111282,8,1362099192
u0013925:i0286716,9,1362099236
u0014026:i2036376,4,1362099479
u0027253:i1922777,8,1362099662
u0015269:i0187078,9,1362099818
u0034165:i1602620,7,1362099900
u0001764:i0319061,8,1362099975
u0009099:i1790885,7,1362100060
u0028121:i0405094,8,1362100108
u0017821:i1649419,10,1362100137
u0029616:i1114740,5,1362100627
u0023306:i1763303,2,1362100697
u0027325:i0377471,10,1362101788
u0007960:i1649419,9,1362101833
u0013381:i1663321,10,1362101938
u0005330:i1234719,6,1362102319
u0012277:i0460791,10,1362102470
u0010021:i1245526,9,1362103064
u0010021:i0848228,8,1362103145
u0001646:i0975645,7,1362103155
u0028532:i0443272,6,1362103182
u0007882:i1907668,9,1362103262
u0003140:i0110912,10,1362103429
u0008334:i0189192,7,1362103518
u0026175:i1606378,6,1362103577
u0026175:i1045658,9,1362103629
u0002768:i1549920,5,1362103809
u0026175:i1024648,9,1362103824
u0003410:i1219289,8,1362103919
u0026175:i1815708,3,1362103952
u0026175:i1667310,7,1362103987
u0026175:i1853728,8,1362104039
u0026175:i1568337,7,1362104118
u0036851:i1212450,9,1362104155
u0033559:i1792647,9,1362104222
u0026175:i0460791,8,1362104314
u0031144:i0265459,6,1362104663
u0035592:i0882977,10,1362104687
u0020123:i1077368,6,1362104709
u0002072:i1559547,1,1362105147
u0010688:i1024648,8,1362105287
u0018536:i1649419,9,1362105368
u0004809:i0371746,8,1362105505
u0004809:i1228705,7,1362105528
u0004809:i0800369,7,1362105549
u0004809:i0458339,7,1362105570
u0000676:i1549920,5,1362105671
u0000676:i1792647,9,1362105700
u0030148:i0106489,9,1362106024
u0026647:i1013752,6,1362106238
u0002612:i1772341,7,1362106240
u0023834:i1024648,10,1362106763
u0022537:i1242432,6,1362106815
u0032654:i0477302,8,1362107079
u0023711:i1045658,8,1362107730
u0023711:i0454876,7,1362107770
u0025380:i0063462,10,1362108082
u0013506:i0095956,8,1362108144
u0038181:i1074638,8,1362109918
u0005408:i1560747,9,1362109985
u0002561:i0817177,8,1362110485
u0019049:i0120689,5,1362110952
u0010985:i0454876,10,1362111008
u0025850:i0454876,10,1362111300
u0027427:i1428538,4,1362111314
u0022501:i0138704,5,1362111501
u0029837:i0381061,9,1362111570
u0004404:i1599348,7,1362111780
u0037388:i1371111,6,1362112654
u0008647:i1405365,10,1362112872
u0003334:i0454876,4,1362113139
u0021048:i1602620,7,1362113309
u0031026:i1560747,10,1362113551
u0007606:i1814836,8,1362113945
u0024607:i1606378,5,1362114279
u0020464:i1276104,8,1362114310
u0028662:i1343727,7,1362114459
u0038351:i1321870,6,1362114985
u0012970:i0065724,8,1362115067
u0035012:i1658837,9,1362115329
u0007297:i2124803,9,1362115511
u0000416:i1659337,9,1362115972
u0033864:i1855199,8,1362116023
u0021433:i1853728,8,1362116365
u0016462:i1351685,8,1362116700
u0023748:i1659337,8,1362117449
u0021915:i1584016,8,1362117636
u0028681:i1234548,6,1362117782
u0011355:i1045658,10,1362119069
u0004614:i1024648,10,1362119733
u0028602:i1045658,8,1362119790
u0038535:i0443272,7,1362120184
u0028321:i1659337,8,1362120392
u0038217:i1351685,10,1362120398
u0021497:i0457655,10,1362120884
u0026147:i1017464,7,1362120980
u0029678:i2034139,10,1362121035
u0037805:i0903624,9,1362121142
u0007477:i0067185,8,1362121193
u0028818:i1596350,7,1362121811
u0032720:i2082415,7,1362122022
u0025304:i1185616,7,1362122502
u0023503:i1334260,8,1362122562
u0006812:i1742336,9,1362123395
u0006812:i0436689,9,1362123429
u0026534:i1606378,5,1362123997
u0034295:i0882977,6,1362124108
u0001162:i0324216,7,1362124326
u0037796:i0274558,8,1362124595
u0030740:i1441912,8,1362125256
u0000187:i1228987,8,1362125607
u0000187:i0822854,10,1362125656
u0000187:i0111161,10,1362125721
u0000187:i0110912,10,1362125732
u0000187:i0137523,10,1362125745
u0000187:i0073486,10,1362125755
u0000187:i0099685,10,1362125772
u0000187:i0109830,10,1362125784
u0000187:i0114814,9,1362125802
u0000187:i0169547,10,1362125830
u0000187:i0120689,10,1362125848
u0000187:i0208092,10,1362125882
u0000187:i0361748,9,1362125895
u0000187:i0118715,10,1362125915
u0000187:i0064115,10,1362125936
u0000187:i0119217,10,1362125954
u0000187:i0469494,10,1362125976
u0025802:i1853728,10,1362126008
u0000187:i0319061,8,1362126047
u0000187:i0472062,9,1362126121
u0016471:i1606378,5,1362126997
u0015579:i0384806,6,1362127066
u0028955:i0454876,8,1362127618
u0019478:i0119715,8,1362129659
u0014304:i1606378,10,1362129757
u0030117:i0840361,7,1362130365
u0019874:i0421715,9,1362130691
u0024579:i0841044,7,1362131077
u0024579:i1904996,2,1362131132
u0011084:i0381849,6,1362131265
u0014274:i0327056,8,1362131601
u0023503:i1259521,8,1362132185
u0001209:i1068646,7,1362132224
u0019874:i1049413,7,1362132235
u0019874:i0198781,9,1362132264
u0019874:i0918927,6,1362132318
u0010558:i1907668,7,1362132384
u0010946:i1045658,10,1362132429
u0029389:i1024648,6,1362132606
u0018458:i0454876,6,1362133084
u0019733:i0454876,6,1362133189
u0000035:i0031381,9,1362133907
u0004419:i1659337,9,1362134245
u0027981:i1606378,7,1362134288
u0032582:i0111161,8,1362134389
u0001870:i1545759,9,1362134430
u0002609:i1024648,6,1362134842
u0006099:i1598828,5,1362135448
u0001331:i1838571,6,1362135708
u0011705:i0477302,7,1362135818
u0011438:i0268126,10,1362136182
u0006812:i0269483,6,1362136437
u0004646:i1655442,8,1362136776
u0001026:i0169547,9,1362136908
u0033649:i1392170,7,1362137628
u0009496:i0067185,9,1362137632
u0021198:i1922777,7,1362138609
u0010770:i1637725,8,1362138619
u0037969:i1904996,4,1362138852
u0025700:i1790885,6,1362139399
u0025700:i1045658,8,1362139413
u0022372:i1024648,8,1362139691
u0015472:i1440129,7,1362139834
u0035237:i0114746,7,1362139959
u0017468:i0903624,9,1362139960
u0025272:i2229842,9,1362139960
u0010558:i1024648,8,1362140288
u0021912:i1058017,10,1362140558
u0011317:i1907668,6,1362141498
u0014806:i1659337,8,1362141793
u0027369:i1462041,7,1362142019
u0012035:i1673434,5,1362142281
u0000751:i1045658,8,1362142389
u0020060:i1045658,8,1362142790
u0028400:i1853728,9,1362142846
u0006812:i1033575,8,1362143130
u0034928:i1446192,7,1362143251
u0030111:i1107837,5,1362143502
u0008301:i0454876,9,1362143591
u0000582:i0187393,7,1362144220
u0016054:i0430922,7,1362144369
u0018104:i1446714,7,1362144388
u0011818:i1748122,8,1362144761
u0011726:i1194173,6,1362144809
u0024510:i2316465,7,1362145364
u0019747:i1798188,8,1362145650
u0007369:i0021884,8,1362146079
u0014587:i1853728,10,1362146236
u0005662:i1351685,7,1362146263
u0005662:i1588173,8,1362146360
u0005662:i1606378,5,1362146446
u0004424:i2133304,10,1362146454
u0018142:i0882977,6,1362146716
u0009496:i0077450,4,1362146883
u0026436:i1904996,6,1362147045
u0010958:i1045658,9,1362147329
u0009099:i0454876,9,1362147485
u0001474:i1764234,8,1362147742
u0038673:i1306980,8,1362148116
u0035237:i0840361,7,1362149016
u0015446:i0882977,6,1362149085
u0013506:i1912982,7,1362149152
u0022454:i1682180,5,1362149393
u0010054:i2625030,9,1362149457
u0025518:i1611224,6,1362149520
u0019974:i1255953,10,1362149692
u0019348:i0110413,9,1362149739
u0035480:i0458525,8,1362149927
u0001751:i1853728,8,1362149960
u0033559:i1853728,7,1362150094
u0030111:i0808232,4,1362150257
u0023503:i0120660,8,1362150720
u0023515:i1176740,8,1362150744
u0021477:i1392170,5,1362150906
u0013666:i0358082,8,1362151851
u0013666:i0343818,5,1362151861
u0012062:i0243133,6,1362152137
u0015269:i0804461,10,1362152257
u0032381:i0093773,8,1362152258
u0036913:i1024648,9,1362152308
u0006382:i0480242,6,1362152338
u0025515:i1440129,7,1362152350
u0018844:i1853728,10,1362152395
u0025165:i1351685,8,1362152533
u0023883:i0230600,9,1362152543
u0000881:i0443272,1,1362152573
u0037670:i0109303,7,1362152647
u0038003:i1659337,7,1362152883
u0018797:i1045658,7,1362152970
u0037035:i0079116,10,1362153071
u0011317:i1853728,8,1362153139
u0036913:i1375666,9,1362153456
u0036913:i0109830,7,1362153481
u0027437:i0063442,9,1362153713
u0015777:i1588173,7,1362154130
u0023947:i1446192,10,1362154409
u0032664:i1351685,7,1362154504
u0037683:i0120915,8,1362154729
u0030291:i1024648,8,1362154763
u0034066:i2023587,6,1362155007
u0012656:i2076850,7,1362155208
u0029988:i1045658,9,1362155422
u0001026:i0817230,4,1362155640
u0036331:i1542344,7,1362155928
u0016324:i1588173,8,1362156031
u0020887:i1853728,8,1362156282
u0034568:i1673434,6,1362156540
u0010773:i0036027,7,1362156581
u0001026:i0088847,8,1362157024
u0032535:i1321870,7,1362157652
u0036956:i1682180,7,1362157934
u0022818:i1648179,8,1362158214
u0020051:i0837562,7,1362158574
u0023999:i0104257,8,1362158673
u0037035:i0050986,10,1362158826
u0017511:i1403865,6,1362159249
u0025518:i1640548,4,1362159341
u0023631:i0765432,8,1362159546
u0000092:i0844479,7,1362159743
u0020890:i1024648,10,1362161028
u0031462:i1212419,5,1362161029
u0010773:i0037549,7,1362161683
u0034920:i0120265,10,1362161688
u0030525:i0388795,10,1362162143
u0027652:i2053463,7,1362162206
u0030111:i1706593,4,1362162720
u0037961:i1790885,10,1362162915
u0011755:i1024648,10,1362163031
u0010934:i0114814,5,1362163520
u0008999:i1024648,6,1362163550
u0033494:i0099685,10,1362163554
u0007190:i1504320,8,1362163953
u0030843:i0800369,8,1362164133
u0036671:i1219289,8,1362164221
u0032984:i1007029,6,1362164468
u0019709:i1024648,8,1362164530
u0019709:i1343727,8,1362164574
u0025827:i1668200,10,1362165197
u0004477:i0008133,8,1362165215
u0036331:i0382932,7,1362165307
u0028498:i1435513,8,1362165406
u0028498:i1572502,6,1362165459
u0016760:i0280380,6,1362165629
u0006099:i1192628,5,1362165724
u0023165:i0765429,8,1362165789
u0006099:i1067106,5,1362165807
u0006099:i1190080,4,1362165841
u0025293:i1071875,10,1362165897
u0025293:i0259324,10,1362165918
u0002784:i1907668,8,1362165964
u0007449:i1904996,9,1362165967
u0032302:i1024648,9,1362166124
u0013785:i1748179,7,1362166507
u0036192:i1646980,8,1362166603
u0013773:i1074638,9,1362166658
u0037408:i1748207,9,1362166722
u0030111:i0356634,6,1362166910
u0034122:i1024648,8,1362166927
u0030911:i1374992,5,1362166990
u0001026:i1632708,6,1362166997
u0001026:i1659337,7,1362167031
u0014617:i1764234,6,1362167052
u0008740:i1570728,7,1362167608
u0018041:i0025456,7,1362167651
u0032302:i1535438,7,1362167709
u0032302:i1645170,5,1362167745
u0002083:i1045658,7,1362167854
u0001291:i1306980,9,1362168026
u0002372:i2034139,7,1362168040
u0038606:i1045658,7,1362168531
u0006493:i0878804,9,1362168841
u0015240:i1234719,10,1362168962
u0012359:i1560747,8,1362169040
u0012359:i1707386,8,1362169097
u0011304:i0368909,5,1362169122
u0012359:i0407887,7,1362169156
u0012359:i1033575,10,1362169222
u0012359:i0458352,7,1362169252
u0018003:i0903624,4,1362169342
u0012359:i0110912,8,1362169357
u0012359:i0108052,10,1362169385
u0012359:i0137523,8,1362169424
u0011253:i1024648,10,1362169448
u0011852:i1024648,8,1362169748
u0008999:i0443543,8,1362169921
u0009805:i1298650,7,1362169981
u0004006:i1024648,7,1362170019
u0029862:i1024648,7,1362170099
u0012970:i0783849,7,1362170167
u0018421:i1637725,5,1362170330
u0023582:i1235522,6,1362170383
u0020768:i1649419,8,1362170507
u0030174:i1428538,7,1362170526
u0020768:i1242422,7,1362170530
u0024004:i0116367,7,1362170682
u0034567:i1570728,7,1362170712
u0030015:i1436045,6,1362170724
u0031610:i0112818,7,1362170752
u0011243:i0302886,8,1362170772
u0019492:i2023587,3,1362171050
u0004617:i1024648,8,1362171109
u0032998:i2023587,5,1362171230
u0000669:i1763303,8,1362171308
u0002370:i0861739,7,1362171538
u0005262:i0903624,9,1362171580
u0038195:i2014338,8,1362171633
u0029362:i1707386,6,1362171671
u0032255:i1045658,7,1362171711
u0020839:i1024648,7,1362172021
u0034436:i0240772,8,1362172097
u0027800:i1024648,6,1362172327
u0003295:i2023587,6,1362172336
u0016800:i1342402,8,1362172383
u0030902:i1306980,8,1362172390
u0016198:i1904996,8,1362172415
u0014714:i0362225,7,1362172428
u0008460:i0407887,8,1362172436
u0007973:i1866249,8,1362172484
u0027092:i0046268,8,1362172580
u0032661:i1682180,8,1362172662
u0032845:i1074638,8,1362172679
u0037676:i0382330,8,1362172785
u0007318:i2332522,3,1362172869
u0034202:i0361748,9,1362172895
u0037851:i1496422,7,1362173138
u0021761:i1235522,6,1362173331
u0031085:i0246460,9,1362173405
u0028074:i1253864,8,1362173715
u0017129:i1321870,8,1362173738
u0004520:i1045658,9,1362173746
u0017406:i0113189,10,1362174010
u0029113:i0120601,7,1362174464
u0031085:i0381061,9,1362174791
u0031641:i1707386,5,1362174841
u0035895:i1862079,7,1362174857
u0031641:i1866249,4,1362174881
u0012359:i1375666,8,1362175203
u0003487:i0454876,7,1362175314
u0017570:i1536044,3,1362175328
u0031533:i1045658,8,1362175353
u0023526:i0401729,3,1362175437
u0038606:i1866249,7,1362175503
u0037685:i1989475,5,1362175677
u0030097:i0454876,8,1362175736
u0013238:i1045658,9,1362175756
u0035889:i0320661,9,1362175757
u0004872:i0381849,7,1362175873
u0033753:i1991245,4,1362175942
u0015343:i1074638,5,1362175946
u0010638:i0765443,4,1362175947
u0031200:i1615147,9,1362175979
u0019421:i1446192,8,1362176131
u0027485:i1772341,8,1362176175
u0002392:i0454876,10,1362176214
u0036412:i0903624,9,1362176253
u0023526:i1601913,6,1362176345
u0012453:i0388795,1,1362176371
u0017186:i0068767,7,1362176607
u0027918:i0460898,5,1362176611
u0029051:i0443272,9,1362176786
u0021987:i0174856,9,1362176911
u0038351:i0827507,6,1362176979
u0001770:i1024648,8,1362176996
u0011756:i0122151,4,1362177036
u0007477:i0106677,8,1362177204
u0015090:i1860355,8,1362177228
u0038565:i0130827,7,1362177235
u0035355:i1392170,4,1362177251
u0029254:i1433108,8,1362177339
u0022864:i1024648,8,1362177365
u0019234:i2125608,9,1362177389
u0021171:i1659337,6,1362177507
u0037208:i1428538,8,1362177531
u0031280:i2076220,8,1362177809
u0011987:i1904996,7,1362177969
u0021110:i1318514,10,1362177998
u0012045:i1922777,9,1362178035
u0006546:i0454876,10,1362178075
u0006546:i1606378,10,1362178100
u0006546:i1074638,10,1362178123
u0017080:i1859650,6,1362178125
u0021908:i0882977,7,1362178137
u0006546:i1371111,10,1362178164
u0017080:i1793239,4,1362178170
u0019443:i2109184,5,1362178204
u0000777:i0090859,5,1362178250
u0006546:i0295701,10,1362178286
u0006546:i1440129,10,1362178304
u0031317:i1924394,6,1362178310
u0034536:i0105265,6,1362178319
u0006546:i1375666,10,1362178326
u0030015:i1578275,6,1362178440
u0021724:i1074638,9,1362178459
u0034311:i0444653,7,1362178762
u0000794:i0120586,9,1362178787
u0013845:i0945513,6,1362178862
u0013596:i1074638,6,1362178992
u0032302:i2024432,5,1362179002
u0019761:i0337692,9,1362179165
u0019761:i1682180,10,1362179181
u0019424:i1179891,2,1362179303
u0034622:i1024648,8,1362179382
u0008334:i0118689,7,1362179416
u0003074:i1428538,8,1362179607
u0013846:i1074638,6,1362179610
u0012186:i1334553,7,1362179648
u0022699:i1117385,7,1362179650
u0006493:i1069238,10,1362179761
u0038167:i0103064,9,1362179777
u0031355:i1024648,8,1362179811
u0004616:i2125608,9,1362179888
u0010540:i0118158,8,1362180043
u0037579:i0251160,7,1362180110
u0017923:i1386703,5,1362180176
u0009684:i2024432,1,1362180371
u0034782:i1673434,6,1362180382
u0017205:i1862079,7,1362180387
u0012970:i0875113,5,1362180394
u0015273:i1229238,7,1362180423
u0004438:i0477302,9,1362180573
u0026763:i1074638,8,1362180591
u0020676:i1853728,9,1362180880
u0026912:i0075148,8,1362180932
u0004617:i1343727,6,1362181044
u0029139:i1907668,6,1362181185
u0033964:i1306980,8,1362181206
u0003263:i1907668,7,1362181413
u0020570:i0454876,9,1362181449
u0016691:i1315962,2,1362181879
u0018421:i0824747,8,1362181879
u0011814:i0299658,8,1362181891
u0024328:i1327628,4,1362182001
u0038147:i0114069,7,1362182502
u0036098:i1621045,9,1362182579
u0027328:i0087843,9,1362182583
u0018198:i0467200,7,1362182617
u0007982:i1306980,8,1362182647
u0007982:i0343660,8,1362182677
u0035087:i1527788,9,1362182696
u0007982:i0837562,7,1362182697
u0020126:i0337978,7,1362182698
u0037988:i1321870,8,1362182711
u0007982:i1231587,6,1362182714
u0007982:i0425112,7,1362182727
u0023526:i1024648,6,1362182827
u0038235:i0454876,10,1362182999
u0001331:i2111297,1,1362183019
u0024632:i1659337,8,1362183045
u0021221:i1853728,9,1362183168
u0015320:i0217505,8,1362183177
u0005340:i1386703,4,1362183295
u0037035:i0032138,10,1362183301
u0005317:i0067927,7,1362183388
u0035259:i1262981,7,1362183701
u0000457:i1019452,7,1362183718
u0017982:i1772341,7,1362183773
u0009805:i0837562,8,1362184249
u0029453:i0062622,10,1362184522
u0031317:i1374992,4,1362184629
u0004627:i1462757,5,1362184917
u0016711:i0758758,8,1362184952
u0007960:i1866249,7,1362185080
u0001291:i1276104,8,1362185283
u0025515:i0970179,6,1362185423
u0027311:i0104452,7,1362185497
u0036119:i1748197,4,1362185530
u0023915:i1045658,8,1362185541
u0004579:i1315962,2,1362185583
u0002637:i0882977,6,1362185616
u0036524:i1045658,7,1362185796
u0014364:i1045658,7,1362185837
u0016607:i1891757,9,1362186029
u0020974:i2377938,10,1362186398
u0010267:i1592525,4,1362186774
u0034617:i0454876,10,1362186775
u0021110:i0990407,6,1362187080
u0029437:i1045658,10,1362187115
u0034311:i0172495,10,1362187124
u0024607:i1351685,5,1362187475
u0002428:i1386703,8,1362187495
u0002385:i1707386,9,1362187793
u0034766:i0277434,8,1362187828
u0028641:i1351685,8,1362187954
u0013188:i0350258,9,1362187973
u0022507:i1907668,7,1362188393
u0019313:i0119683,10,1362188443
u0004268:i0454876,10,1362188559
u0016917:i0486655,8,1362188731
u0036562:i0120591,5,1362188933
u0030124:i1606378,5,1362189122
u0024328:i1496422,5,1362189204
u0018773:i1790885,10,1362190133
u0005084:i1327194,7,1362190418
u0004627:i0401729,3,1362190452
u0028684:i0369436,3,1362190467
u0010773:i1692486,8,1362190517
u0028965:i0454876,10,1362191098
u0011522:i1707386,7,1362191130
u0008382:i0456020,8,1362191139
u0017725:i1234719,6,1362191194
u0017725:i1606378,8,1362191207
